"country","region","year","water_source_type","water_treatment_method","contaminant_ppm","ph_level","bacteria_count","access_clean_water_pct","diarrheal_cases_per_100k","infant_mortality_rate","gdp_per_capita_usd","healthcare_access_index","sanitation_coverage_pct"
"Nigeria","South",2009,"Tap","Chlorination",3.12,6.63,1093,83.36,455,47.48,44189,36.52,69.76
"Nigeria","West",2002,"River","Boiling",3.48,8.44,2099,89.52,136,63.72,33188,10.8,59.27
"Bangladesh","South",2023,"Spring","None",4.87,8.16,4532,43.18,121,84.93,69490,39.73,89.57
"Mexico","North",2003,"Spring","None",9.79,8.02,2141,79.26,462,84.55,60507,55.44,77.35
"USA","East",2015,"Lake","Filtration",9.65,6.32,2133,32.33,263,33.82,86656,9.69,34.51
"Pakistan","East",2007,"River","None",4.16,7.89,517,38.09,96,50.15,47067,52.08,20.58
"China","West",2015,"Tap","Chlorination",2.65,6.54,741,84.32,482,64.53,3975,75.59,98.57
"Brazil","West",2016,"Tap","None",3.03,8.44,2477,86.91,18,9.05,53029,0.82,70.34
"Ethiopia","East",2018,"River","Filtration",2.69,6.13,4958,71.47,285,94.69,21925,4.75,58.17
"USA","West",2021,"River","Filtration",5.32,6.88,2876,70.72,8,44.41,84604,46.65,95.57
"Ethiopia","South",2014,"Pond","None",6.07,7.07,42,82.47,82,38.34,46330,87.28,49.54
"China","Central",2015,"Well","Chlorination",4.89,8.06,3441,93.43,46,90.9,54652,99.78,77.8
"India","Central",2014,"Lake","Boiling",4.08,7.92,403,59.48,429,13.59,46173,9.34,73.61
"India","South",2024,"River","Chlorination",2.11,6.94,1326,38.04,89,5.85,95629,1.83,74.16
"USA","Central",2001,"River","Chlorination",4.83,7.41,2216,88.73,0,69.13,27748,22.88,74.17
"Indonesia","North",2010,"Well","Chlorination",3.41,8.09,2149,53.92,386,39.73,15669,46.75,20.83
"China","South",2000,"Well","None",5.42,6.05,2393,39.37,161,76.92,70269,57.18,85.94
"China","West",2014,"Spring","Boiling",6.75,8.01,2650,73.02,152,8.72,2962,97.35,93.84
"Bangladesh","South",2018,"Tap","Chlorination",6.33,8.37,4537,70.47,413,39.61,20116,88.85,55.95
"Indonesia","East",2003,"Lake","Boiling",4.62,6.08,4345,63.2,0,25.06,44127,56.21,64.84
"Pakistan","West",2010,"Spring","Filtration",5.56,6.11,877,90.19,378,74.48,90859,36.17,45.98
"Pakistan","East",2004,"River","Boiling",2.85,6.86,1886,49.06,145,24.26,24930,32.13,82.81
"Brazil","West",2002,"Well","None",0.24,6.22,1303,30.93,160,46.88,32377,57.26,78.93
"Nigeria","Central",2012,"Pond","Filtration",6.25,7.2,1740,52.64,392,82.25,96321,72.14,79.08
"India","South",2009,"Tap","Filtration",2.53,7.82,1112,30.68,134,91.71,32514,48.17,78.79
"Pakistan","North",2010,"Spring","Chlorination",6.69,7.42,3876,68.05,285,72.82,53972,30.44,37.48
"Indonesia","West",2017,"Pond","Boiling",7.47,6.49,1898,56.48,76,44.06,87250,61.32,29
"China","West",2001,"Tap","Filtration",9.16,7.64,247,86.98,80,58.05,29892,55.79,44.86
"Pakistan","East",2006,"Pond","Filtration",9.58,7.71,3260,85.83,268,69.59,99266,42.74,66.03
"China","Central",2008,"Well","Boiling",0.11,8.33,567,60.42,268,87.74,19847,74.84,51.96
"Pakistan","East",2009,"Spring","Boiling",9.9,6.37,3809,45.15,41,89.08,64435,28.22,39.94
"India","East",2017,"Spring","Filtration",6.83,7.73,1188,59.57,123,93.24,71952,48.49,21.78
"Ethiopia","Central",2022,"Tap","Filtration",6.44,8.28,2595,74.89,229,81.45,76206,94.03,29.69
"Pakistan","North",2006,"Pond","Boiling",0.15,7.25,1353,43.31,356,16.39,78771,72.28,28.43
"Indonesia","East",2006,"Well","None",8.61,6.9,3612,84.11,201,75.27,32848,38.8,96.53
"Pakistan","East",2002,"River","Boiling",1.45,6.43,980,53.14,333,81.83,27039,54.62,82.31
"Nigeria","West",2011,"Spring","None",8.37,8.17,4965,95.25,446,88.03,13042,40.55,29.82
"India","Central",2006,"River","Filtration",0.16,6.99,168,65.83,106,92.63,99106,11.25,57.38
"Indonesia","South",2016,"Well","Chlorination",6.46,8.31,3164,89.3,452,51.9,22767,33.49,72.36
"Bangladesh","North",2000,"Spring","Boiling",4.35,8.12,2671,73.11,291,66.2,1276,86.04,96.88
"Indonesia","North",2004,"Spring","Filtration",2.01,6.94,378,68.82,290,2.94,44719,46.12,41.52
"Nigeria","Central",2015,"Pond","Filtration",1.08,7.43,1932,77.75,173,58.13,1123,58.46,41.12
"Ethiopia","West",2014,"River","Chlorination",4.4,6.07,193,86.8,428,48.37,62993,18.14,65.46
"India","West",2001,"Pond","Boiling",1.23,6.66,263,75.12,311,96.31,20270,35.62,88.59
"Bangladesh","Central",2008,"Lake","Filtration",4.86,7.78,1471,85.81,86,90.37,15223,92.92,42.37
"Nigeria","West",2006,"River","None",6.25,7.69,2015,43.33,4,80.17,38043,31.42,30.07
"Nigeria","North",2003,"River","Chlorination",8.27,6.88,4616,49.43,171,7.59,91091,25.06,41.29
"USA","North",2019,"Lake","None",6.79,8.02,1300,46.08,120,41.4,31827,5.59,55.93
"India","South",2017,"Well","Boiling",0.65,6.59,3200,85.88,155,70.21,62074,9.72,48.8
"Indonesia","Central",2020,"Well","None",3.07,7.15,3373,36.03,86,4.91,34329,58.48,88.9
"China","East",2003,"Spring","Chlorination",2.88,7.18,573,85.71,425,25.11,33555,66,95.44
"Ethiopia","East",2012,"Tap","Filtration",9.15,6.85,1537,57.23,97,88.98,30264,64.16,50.28
"China","South",2000,"Pond","Chlorination",8.68,8.39,1383,35.57,414,14.72,89654,53.98,85.87
"Indonesia","South",2023,"Tap","Filtration",3.7,7.74,1380,59.71,134,7.03,53291,49.1,25.49
"Indonesia","West",2002,"Spring","Filtration",0.71,7.35,3537,51.04,6,58.9,41223,7.21,64.3
"India","South",2015,"Tap","None",8.94,7.28,3159,71.44,259,94.75,23219,84.07,86.54
"Indonesia","South",2021,"River","Chlorination",8.88,6.4,1523,63.08,363,83.79,99947,51.31,53.49
"USA","East",2003,"River","Chlorination",8.55,6.93,4991,50.77,383,97.53,75651,13.19,31.47
"Bangladesh","West",2024,"Lake","Filtration",8.45,7.68,4612,90.36,31,75.85,16382,13.58,42.73
"Indonesia","South",2022,"Lake","Chlorination",4.8,8.31,3932,58.48,27,44.86,79232,51.3,59.35
"China","South",2024,"Spring","Boiling",1.77,8.04,3622,62.95,439,94.77,52737,24.46,87.48
"Indonesia","West",2015,"Spring","Boiling",4.77,6.75,895,89.26,259,43.81,79945,92.2,79.89
"USA","Central",2018,"Spring","None",4.95,7.08,3393,36.23,486,36.31,27592,49.89,26.69
"Pakistan","West",2000,"River","None",4.9,6.21,464,57.29,243,45.92,22173,97.84,63.69
"Pakistan","East",2004,"Tap","Chlorination",5.39,6.26,1610,58.2,364,81.77,42138,73.42,89.79
"Nigeria","Central",2018,"Pond","None",2.58,7.18,612,64.71,263,91.93,20341,81.07,66.17
"Ethiopia","North",2021,"Spring","Chlorination",3.66,7.33,3212,37.43,141,37.05,36012,38.89,25.2
"Brazil","West",2023,"Spring","None",4.34,6.66,604,37.19,29,47.3,19237,13.4,85.85
"Bangladesh","East",2010,"River","Boiling",1.31,7.61,620,59.15,386,90.04,84068,68.97,92.54
"Mexico","Central",2012,"Pond","Filtration",4.55,7.76,2602,32.31,129,6.61,32561,40.71,51.14
"Nigeria","West",2019,"River","Filtration",8.1,6.75,2183,47.85,265,78.82,15189,94.89,44.81
"Ethiopia","South",2004,"Pond","Boiling",8.28,7.9,3800,44.08,69,46.51,38270,19.36,63.47
"Pakistan","West",2020,"River","Filtration",4.12,6.51,155,64.26,118,38.9,87750,62.65,98.73
"China","North",2003,"Tap","Chlorination",5.19,7.36,3353,30.78,326,45.8,4466,86.61,87
"Mexico","West",2003,"Spring","Chlorination",0.34,8.01,3911,77.3,399,43.03,97553,40.28,84.88
"Ethiopia","Central",2003,"Well","Boiling",6.74,7.34,2917,89.89,69,76.15,52393,95.37,35.45
"Ethiopia","Central",2003,"Well","Boiling",4.05,8.27,3117,79.47,207,92.94,47034,7.66,91.61
"Nigeria","West",2019,"Spring","Boiling",4.45,6.15,2715,87.27,90,50.16,63630,58.69,64.48
"Mexico","Central",2020,"Spring","Boiling",8.74,7.47,4339,75.03,119,83.61,83273,77.74,93.35
"India","South",2017,"Spring","Filtration",4.62,7.4,449,65.52,459,73.73,72371,20.18,72.14
"Brazil","West",2017,"Spring","Filtration",0.21,7.65,4849,45.33,469,34.41,20290,5.79,86.73
"India","South",2015,"Pond","Filtration",2.27,8.08,4501,49.57,206,59.56,52604,7.99,33.24
"Mexico","South",2008,"Tap","Chlorination",4.76,7.81,3961,52.24,405,67.35,54715,31.92,76.52
"India","East",2017,"Well","None",4.24,7.98,1069,32.66,255,4.3,91631,22.32,40.58
"USA","West",2021,"Lake","Chlorination",8.6,6.72,4017,93.92,34,40.8,13685,22.39,33.51
"Pakistan","Central",2001,"Well","None",5.42,6.97,4844,93.02,123,99.28,75812,45.85,65.92
"USA","South",2020,"Well","Boiling",6.9,7.57,3591,37.54,111,64.45,11306,8.49,68.22
"Indonesia","East",2003,"River","Boiling",4.69,7.38,2819,68.97,497,34.76,18755,99.55,59.25
"India","West",2011,"Spring","Filtration",4.4,8.4,2285,62.73,206,26.5,17510,69.58,27.12
"Indonesia","West",2006,"Spring","Filtration",4.46,6.47,2035,77.84,470,22.53,5266,3.03,39.58
"China","North",2014,"Spring","None",4.11,6.88,1190,72.21,101,41.36,93790,69.19,38.84
"Bangladesh","North",2006,"River","None",5.39,7.43,1399,38.7,432,20.94,8717,79.18,45.1
"China","South",2021,"Tap","Filtration",2.5,8.17,3740,76.21,385,15.25,36316,19.08,70.25
"Mexico","North",2020,"Tap","Boiling",8.91,8.32,2248,72.62,193,37.68,42081,84.03,55.04
"Ethiopia","South",2016,"Lake","Filtration",3.33,6.84,2793,67.19,240,61.49,94097,61.18,97.47
"Pakistan","Central",2015,"Tap","Boiling",1.48,6.17,723,58.17,146,16.35,74944,82.09,21.27
"India","South",2018,"Tap","Boiling",0.97,7.05,1441,96.84,452,6.35,52312,71.67,37.27
"Nigeria","North",2008,"Spring","Chlorination",0.13,6.99,4820,89.46,131,5.39,73703,70.46,65.87
"Bangladesh","Central",2013,"Pond","Chlorination",4.23,8.47,86,70.96,219,28.2,51393,15.82,90.35
"Brazil","North",2016,"Well","None",1.88,7.08,4149,30.45,337,20.63,41171,31.58,22.71
"Brazil","South",2004,"Tap","Boiling",0.22,6.76,1751,60.25,103,54.85,20617,52.32,90.69
"Brazil","East",2001,"Tap","Filtration",5.2,6.91,3420,79.02,40,46.66,31678,11.25,60.58
"India","West",2019,"River","Boiling",6.8,6.99,4837,38.21,55,33.83,70500,47.85,82.84
"Brazil","North",2015,"Lake","None",0.86,8.05,2483,58.46,310,83.69,60618,44.53,95.89
"USA","South",2013,"Pond","Boiling",4.61,6.2,3212,43.42,249,51.48,2345,23.19,37.23
"Bangladesh","Central",2013,"River","Boiling",7.44,6.79,3922,53.67,241,10.97,78465,19.97,67.03
"USA","North",2000,"Spring","None",9.86,8.42,2489,31.87,414,30.98,24519,24.74,90.69
"Ethiopia","North",2002,"Well","Boiling",6.67,6.38,1486,38.87,126,97.39,82950,60.51,87.55
"Bangladesh","West",2006,"Lake","Chlorination",2.45,7.86,3527,61.83,149,97.74,57229,41.5,61.68
"USA","South",2014,"River","None",7.17,6.89,72,92.87,330,26.96,81198,41.4,95.96
"Bangladesh","East",2018,"Tap","Chlorination",5.98,7.45,724,64.34,431,18.39,56969,18.17,76.68
"Ethiopia","Central",2019,"Tap","None",2.12,6.25,3754,61.72,335,50.58,90361,78.74,61.93
"Indonesia","South",2001,"Lake","Boiling",8.51,6.77,2995,85.13,383,49.18,19762,70.04,24.63
"India","Central",2018,"Tap","Chlorination",4.27,7.25,4365,48.75,387,42.19,3904,42.91,58.98
"India","North",2008,"River","Chlorination",9.62,6.58,218,36.65,148,53.88,65085,14.22,53.75
"Brazil","West",2018,"River","Filtration",7.23,7.35,546,44.67,168,24.76,91049,71.47,44.42
"China","West",2004,"Tap","Chlorination",6.45,6.55,3729,85.39,44,13.26,50034,89.88,95.43
"Brazil","East",2017,"Tap","Chlorination",7.28,7.63,1968,77.39,472,57.91,54662,17.83,94.06
"Mexico","West",2015,"Spring","Boiling",4.78,8.26,4516,36.41,83,93.39,48978,60.27,46.98
"USA","North",2003,"Well","Chlorination",5.05,6.21,1259,76.7,7,15.5,42749,42.43,54.86
"Bangladesh","East",2011,"Lake","Chlorination",8.51,6.54,2933,95.21,106,71.07,93464,8.77,80.15
"China","South",2006,"River","Chlorination",6.81,8.11,2509,33.15,372,44.91,5568,72.58,86.8
"Ethiopia","West",2013,"Lake","Boiling",8.97,7.58,4008,73.15,264,30.81,47236,7.11,28.81
"Mexico","East",2022,"Spring","None",8.91,6.2,4072,56.54,145,85.6,10729,70.22,59.26
"Ethiopia","North",2011,"River","Boiling",9.76,7.22,4680,65.07,30,46.74,89514,28.12,93.16
"India","Central",2002,"Spring","Chlorination",7,6.52,1562,66.97,243,59.16,77944,56.57,73.17
"India","Central",2004,"Spring","None",5.02,6.5,2085,83.97,34,45.42,43912,16.05,63.44
"Brazil","North",2016,"Pond","Boiling",1.66,8.35,1789,68.99,246,9.96,89584,37.09,77.44
"USA","North",2009,"Tap","Boiling",7.05,7.9,3669,71.52,413,60.3,91497,10.41,72.91
"China","Central",2009,"Pond","None",2.92,7.74,2481,53.3,17,43.05,44954,46.73,95.38
"Pakistan","East",2010,"Lake","Filtration",2.83,6.6,3430,38.82,466,10.5,69050,21.33,93.01
"Mexico","Central",2016,"Lake","Chlorination",2.38,6.3,204,77.79,424,60.39,37442,18.79,51.82
"Mexico","North",2004,"Tap","Filtration",8.75,8.18,741,30.03,23,2.97,90920,10.72,22.56
"Brazil","West",2012,"Pond","Chlorination",8.68,6.01,2888,53.01,497,22.43,58570,76.54,46.61
"India","South",2009,"Lake","Chlorination",6.31,6.97,3494,45.26,341,78.54,69140,63.95,36.23
"Brazil","West",2008,"Pond","Filtration",4.73,6.69,4263,57.2,303,5.72,19821,15.69,30.52
"Bangladesh","West",2016,"Tap","Filtration",6.72,7.43,4737,51.79,397,65.37,14517,47.24,91.04
"China","North",2000,"River","Chlorination",6.07,6.63,1105,79.3,402,95.07,43173,66.09,76.79
"USA","Central",2003,"Spring","None",4.16,6.78,1823,48.21,315,18.78,78099,87.81,22.61
"Indonesia","East",2003,"Spring","None",3.8,8.13,2647,69.25,348,42.88,83370,5.96,93.58
"Nigeria","West",2017,"Pond","Filtration",3.83,7.51,4197,61.9,277,58.4,51087,36.24,92.24
"Nigeria","Central",2008,"Lake","Filtration",5.89,6.36,88,86.07,29,46.14,5065,61.6,95.95
"Brazil","East",2024,"Pond","Boiling",6.48,7.82,3381,59.97,142,62.8,79261,1.56,86.39
"Bangladesh","West",2017,"Pond","None",4.52,6.52,4703,90.47,276,41.6,24821,24.35,26.31
"China","East",2013,"Well","None",9.69,7.08,3511,30.01,409,16.55,60041,74.49,69.82
"Pakistan","Central",2024,"Spring","Chlorination",0.84,7.62,2206,72.34,355,10.73,51852,35.57,26.65
"Nigeria","South",2014,"Tap","Boiling",3.47,6.68,3185,30.69,11,74.96,31123,8.45,77.07
"China","Central",2005,"Pond","Chlorination",4.19,6.96,4381,79.98,390,25.39,28127,62.66,35.76
"USA","North",2023,"Well","Boiling",0.17,7.84,864,46.44,202,85.05,51322,25.01,94.86
"Ethiopia","East",2009,"Well","None",3.65,8.34,54,56.6,249,74.82,46129,70.17,94.73
"Bangladesh","South",2014,"Spring","Chlorination",2.74,7.32,4671,56.63,102,6.85,93746,90.02,67.57
"India","East",2003,"Spring","Boiling",5.06,6.02,2080,89.25,467,21.72,85784,52.79,80.21
"China","East",2017,"Spring","Chlorination",3.36,6.85,557,37.15,34,30.62,84535,59.91,88.65
"USA","West",2017,"Tap","Boiling",7.26,7,4826,76.68,323,60.26,41684,51.44,51.13
"Pakistan","North",2024,"Well","Filtration",5.1,6.85,992,98.69,385,81.36,1346,81.74,66.34
"Indonesia","East",2016,"Lake","Chlorination",1.3,7.09,4896,31.57,19,7.91,32892,24.17,34.08
"India","Central",2011,"Tap","Filtration",7.5,7.58,4291,97.61,46,26.46,98386,40.15,98.84
"Indonesia","Central",2006,"River","Boiling",0.99,6.3,447,31.29,83,38.87,65301,89.5,94.35
"Pakistan","West",2015,"Pond","Chlorination",8.39,6.68,1821,88.88,267,19.97,80618,72.36,58.67
"USA","North",2010,"Spring","Boiling",9.31,7.27,3819,97.29,52,55.44,55087,32.01,64.27
"Nigeria","North",2013,"Well","Boiling",3.22,6.79,2972,99.51,272,48.84,54039,83.26,54.94
"Indonesia","Central",2002,"Pond","Filtration",9.26,8.48,91,62.14,17,33.02,24531,23.88,20.13
"India","South",2018,"Tap","Chlorination",7.93,7.08,607,90.69,103,52.65,92873,63.42,38.4
"Brazil","West",2017,"River","None",9.22,8.17,1251,38.56,151,36.87,7411,95.65,28.13
"Mexico","West",2009,"Tap","Boiling",6.66,8.24,285,59.78,327,35.63,43043,57.47,45.83
"China","Central",2005,"Tap","Filtration",2.36,8.09,2921,51.56,164,28.01,94584,79.95,38.9
"Nigeria","Central",2012,"Lake","None",8.95,6.12,3306,57.66,360,54.96,50868,73.54,80.93
"Indonesia","South",2009,"Pond","Filtration",1.84,8.37,101,79.14,413,45.52,87526,86.57,60.38
"Ethiopia","South",2017,"Lake","Filtration",2.13,6.32,3835,36.12,83,21.24,92733,96.88,85.36
"China","North",2019,"Tap","Filtration",2.71,6.09,4235,99.87,307,3.27,24125,2.23,70.86
"Brazil","West",2015,"River","Boiling",3.04,7.04,4930,74.45,150,16.79,78948,2.79,72.5
"Pakistan","West",2024,"Well","None",5.14,6.49,1678,91.15,36,6.2,75514,59.44,90.1
"Mexico","Central",2024,"Well","Boiling",7.13,6.46,3823,88.08,378,44.3,61001,95.42,87.78
"USA","North",2005,"Pond","Boiling",9.26,6.72,534,83.62,457,24.06,33325,48.57,25.06
"Brazil","West",2012,"Spring","Chlorination",0.88,6.62,15,32.75,352,43.2,75912,83.98,66.27
"Brazil","North",2003,"Spring","None",9.54,7.71,560,66.15,151,34.29,61332,76.79,53.05
"Pakistan","North",2022,"Well","Chlorination",9.21,6.47,2925,52.97,355,54.73,82207,49.83,67.97
"Bangladesh","Central",2013,"Tap","Filtration",0.54,7.36,2383,37.91,375,72.94,1804,51.32,89.01
"Pakistan","North",2000,"Tap","None",3.6,8.47,909,54.01,207,48.97,51282,43.6,20.96
"Bangladesh","South",2019,"Lake","None",8.13,7.08,1413,75.14,49,8.07,53732,25.22,20.88
"Bangladesh","South",2004,"Pond","Boiling",6.12,7.6,118,46.14,219,3.72,86723,85.87,25
"Nigeria","East",2007,"Lake","Filtration",7.79,8.42,4062,61.12,459,22.9,6503,20.96,89.99
"Nigeria","Central",2011,"Spring","Boiling",7.19,6.34,3113,58.31,403,43.65,17296,90.69,48.28
"India","East",2001,"Well","Chlorination",4.97,7.05,3060,33.67,46,6.4,51270,35.97,49.7
"Indonesia","South",2011,"Tap","Filtration",0.41,8.13,1491,73.97,17,34.12,71172,2.65,47.63
"Indonesia","East",2004,"Well","Boiling",5.84,8.33,2096,73.32,484,88.93,3277,16.84,38.48
"USA","Central",2021,"River","Boiling",0.49,7.5,2254,97.65,121,10.82,66775,88.78,23.11
"Indonesia","Central",2004,"Well","Boiling",6.04,6.36,513,50.86,281,94.95,54551,12.84,92.52
"Nigeria","North",2012,"River","Filtration",8,8.25,1233,59.33,493,85.95,95126,73.88,38.63
"India","West",2008,"Lake","Chlorination",5.85,6.44,4132,58.25,119,83.51,27324,18.28,91.52
"India","North",2009,"Lake","None",9.97,6.88,1479,94.38,250,86.64,40853,49.89,96.46
"Bangladesh","Central",2000,"Spring","Boiling",4.56,6.94,3349,58.61,326,9.84,47021,20.52,66.13
"Pakistan","South",2002,"Well","Filtration",7.49,7.12,1540,60.99,298,16.81,29158,33.32,49.78
"USA","South",2017,"Well","None",6.67,7.98,129,47.66,46,15.17,71657,12.48,81.26
"Bangladesh","North",2011,"River","Boiling",9.91,8.01,3716,30.08,84,12.9,32325,55.6,22.03
"Pakistan","Central",2002,"Lake","Filtration",7.13,7.8,3743,37.73,298,34.12,24691,36.58,94.31
"Indonesia","South",2024,"River","Chlorination",1.64,6.06,1771,79.27,383,83.36,12867,36.55,52.63
"Bangladesh","Central",2008,"Lake","Boiling",9.56,7.41,4454,77.77,159,26.69,88752,3.86,44.69
"China","South",2001,"River","Filtration",6.68,7.87,3075,52.58,6,25.93,2003,13.61,30.15
"Indonesia","Central",2002,"Lake","Boiling",0.59,7.11,505,63.11,244,68.24,52879,70.75,96.41
"Pakistan","East",2013,"River","Filtration",6.58,8.36,4913,50.82,214,11.5,1327,29.23,84.88
"USA","Central",2003,"Lake","Chlorination",8.83,8.06,4889,81.16,211,37.31,20115,44.21,77.92
"Pakistan","Central",2024,"Pond","Chlorination",5.77,7.6,838,88.97,211,30.95,81125,76.31,94.48
"Bangladesh","North",2018,"River","Filtration",3.54,6.16,3871,92.94,287,85.04,52525,44.48,96.79
"Bangladesh","East",2012,"Well","None",8.21,7.63,4718,42.17,217,52.42,10309,22.56,41.48
"Brazil","West",2006,"Spring","Chlorination",7.83,8.28,2676,78.65,483,65.35,79391,54.98,82.92
"USA","North",2011,"Pond","Boiling",5.44,6.95,96,97.41,250,14.65,88272,80.12,81.36
"Ethiopia","West",2002,"Pond","Chlorination",1.54,8.1,1963,75.54,343,93.03,14447,59.96,64.59
"Indonesia","South",2022,"River","Boiling",2.51,6.78,2866,54.57,320,33.6,91121,42.02,32.03
"India","West",2022,"Spring","Chlorination",7.38,7.43,4026,74.52,313,71.27,6132,12.56,95.23
"USA","Central",2008,"Well","Chlorination",8.06,7.62,598,78.19,180,95.55,9386,24.87,45.23
"India","West",2001,"Pond","Boiling",2.79,7.69,2981,57.79,91,51.85,20900,94.61,66.31
"USA","North",2021,"Well","Chlorination",3.68,8.21,3963,37.28,217,51.74,30292,77.18,21.55
"USA","North",2008,"Lake","Boiling",0.78,6.59,428,72.47,289,13.49,96086,8.76,54.33
"Pakistan","West",2011,"Spring","Boiling",7.13,6.66,3781,86.15,89,40.25,63914,0.55,69.35
"USA","North",2011,"Tap","Chlorination",0.04,7.76,1324,99.83,483,85.54,22508,17.54,50.48
"Brazil","North",2014,"Lake","Chlorination",0.47,6.44,2590,45.61,196,15.24,82318,94.39,58.17
"Ethiopia","West",2001,"Spring","Boiling",0.04,7.16,2414,79.03,183,91.92,6023,58,35.36
"Bangladesh","East",2017,"River","Filtration",6.45,6.05,1767,31.96,65,67.4,9938,83.87,48.02
"Mexico","East",2012,"River","Chlorination",4.17,6.35,1516,97.89,415,43.25,19491,46.52,77.87
"India","South",2013,"Well","None",2.98,7.7,1339,30.88,97,55.56,48659,82.66,97.58
"Bangladesh","North",2004,"Pond","Chlorination",9.13,7.87,4094,55.12,305,16.75,33259,3.39,57.5
"Mexico","West",2009,"Tap","Filtration",1.93,6.29,4659,35.35,477,23.31,62428,42.68,74.88
"Ethiopia","North",2011,"River","Filtration",3.89,6.57,3403,73.47,23,30.07,66323,37.76,98.1
"Ethiopia","Central",2009,"Spring","Chlorination",9.4,6.25,2546,53.76,219,39.71,16296,98.15,81.98
"India","North",2023,"Pond","Chlorination",4.27,7.08,976,81.31,173,91.72,70568,30.05,20.81
"India","North",2010,"Pond","None",5.55,6.32,1614,64.05,386,38.02,43637,41.69,94.84
"Ethiopia","East",2024,"Spring","Chlorination",0.8,7.09,1584,59.36,244,53.34,33708,75.88,89.33
"Mexico","West",2001,"Pond","Filtration",7.9,7.83,4061,54.4,113,17.88,22496,88.07,41.69
"USA","North",2004,"River","None",4.23,7.71,4651,36.03,265,74.13,5385,87.84,34.52
"Indonesia","East",2006,"Spring","Chlorination",8.01,6.7,1270,44.34,389,56.91,87512,39.45,91.94
"China","South",2005,"Spring","None",2.54,7.68,218,74.74,353,45.11,7364,94.86,75.1
"Bangladesh","East",2021,"Well","None",4.22,8.32,533,64.77,222,94.82,56659,65.35,38.96
"Pakistan","East",2022,"Tap","Filtration",7.87,6.87,1495,34.91,307,89.28,15065,85.11,77.11
"Bangladesh","East",2002,"Well","Filtration",9.74,6.82,1373,68.08,234,66.63,93124,92.63,68.02
"Pakistan","North",2012,"Tap","Boiling",0.6,7.43,4139,33.79,305,92.34,66221,23.36,44.74
"Mexico","North",2002,"Spring","Filtration",8.12,6.61,3823,65.82,109,57.35,86677,49.92,64.54
"Pakistan","South",2024,"Pond","Boiling",3.01,7.63,3949,97.55,313,83.04,93882,58.78,62.18
"India","Central",2023,"Tap","Filtration",5.51,8.08,64,51.51,435,42.13,16848,80.24,60.78
"Indonesia","Central",2020,"Spring","Filtration",2.9,7.15,4341,80.65,12,10.5,36811,40.12,61.39
"Indonesia","Central",2005,"Spring","Boiling",6.13,7.7,3142,82.19,124,99.43,38154,21.04,20.03
"India","South",2010,"Well","Boiling",3.54,7.63,1724,58.34,314,18.23,93674,74.32,41.49
"Brazil","Central",2016,"Well","Boiling",3.34,6.1,2205,71.53,166,26.65,27654,59.23,54.47
"Mexico","Central",2009,"Pond","None",0.38,6.46,2985,63.04,52,17.98,99948,89.83,30.18
"Brazil","East",2011,"Lake","Boiling",1.47,8.23,3913,49.84,185,35.07,21048,65.5,79.93
"Brazil","North",2016,"River","None",9.17,8.35,1048,82.83,275,30.35,31512,1.68,87.75
"Bangladesh","North",2003,"Lake","None",9.98,7.95,3654,79.2,446,60.91,63690,96.67,85.42
"Ethiopia","East",2001,"Lake","Boiling",7.81,8.3,2872,93.04,351,99.65,66670,59.31,56.77
"Bangladesh","East",2010,"Pond","Boiling",2.87,6.77,4255,73.27,9,7.15,8077,59.59,75.26
"Ethiopia","East",2006,"Tap","Boiling",4.02,6.62,1004,57.21,409,78.29,18187,90.93,26.15
"China","North",2001,"Pond","Filtration",7.4,6.96,2122,79.98,146,14.54,82952,66.38,35.95
"Pakistan","Central",2017,"Pond","Filtration",9.69,6.14,4574,73.33,476,3.94,96340,47.93,23.76
"Ethiopia","East",2020,"Spring","Boiling",4.55,8.02,3981,73.16,316,64.58,59725,10.73,97.24
"India","South",2003,"Spring","Chlorination",8.3,8.46,4482,89.49,332,87.58,19581,96.22,65.95
"Bangladesh","East",2007,"Spring","Boiling",9.75,8.06,471,93.73,117,19.28,31120,7.85,34.02
"Mexico","West",2019,"River","Chlorination",8.73,7.39,3405,42.62,417,35.48,66988,17.03,76.6
"Pakistan","East",2013,"Tap","Filtration",2.27,6.74,308,51.98,339,18.54,36073,81.95,59.13
"China","North",2011,"Tap","Filtration",0.08,6.49,2934,75.52,427,90.84,90006,49.04,54.74
"Ethiopia","East",2021,"Spring","Chlorination",4.92,6.91,4796,69.01,487,28.5,47631,17.83,93.08
"China","West",2020,"Lake","Filtration",5.31,7.67,3047,75.66,17,45.58,95135,28.62,76.66
"Mexico","South",2017,"River","Boiling",2.01,7.12,1921,60.31,376,89.68,93434,99.4,75.25
"Brazil","Central",2010,"Lake","Chlorination",2.85,8.34,2999,58.87,225,56.18,26055,58.4,27.78
"Indonesia","East",2007,"Well","Chlorination",7.65,8.14,2017,38.24,111,93.42,4630,40.16,27.36
"Mexico","West",2001,"Tap","None",4.7,6.26,4881,73.66,71,92.79,65615,87.62,73.15
"Nigeria","West",2024,"Tap","Filtration",3.17,6.33,1478,42.3,143,47.24,24826,47.97,32.52
"Mexico","South",2014,"Lake","Chlorination",6.23,7.69,2352,76.97,103,59.07,53193,30.79,56.26
"China","North",2008,"River","Chlorination",6.53,6.58,4197,97.7,214,24.57,44033,16.42,65.58
